X_Value,Untitled,Untitled1
0.537600,17.233282,0.458529
0.537700,19.457964,0.426743
0.537800,18.440967,0.426743
0.537900,17.710000,0.013519
0.538000,18.949465,0.522102
0.538100,18.949465,0.426743
0.538200,18.885903,1.666414
0.538300,18.981247,0.585675
0.538400,18.949465,-0.018268
0.538500,18.917684,0.394956
0.538600,18.695216,0.331383
0.538700,18.758778,0.458529
0.538800,18.695216,0.363170
0.538900,18.631654,0.013519
0.539000,18.726997,0.839966
0.539100,18.758778,0.649248
0.539200,18.758778,-0.622210
0.539300,18.981247,-1.893668
0.539400,18.631654,-4.627303
0.539500,18.631654,-0.145414
0.539600,18.440967,3.541815
0.539700,18.377404,0.522102
0.539800,18.790559,0.458529
0.539900,18.885903,-0.018268
0.540000,18.758778,0.553888
0.540100,16.470534,0.522102
0.540200,18.599872,0.490315
0.540300,17.106157,0.394956
0.540400,14.404758,0.522102
0.540500,18.345623,0.394956
0.540600,18.313842,0.458529
0.540700,18.313842,0.458529
0.540800,18.377404,0.458529
0.540900,18.250280,0.108878
0.541000,18.313842,0.522102
0.541100,18.250280,0.426743
0.541200,18.186717,0.331383
0.541300,18.091374,0.458529
0.541400,19.521526,0.839966
0.541500,18.250280,0.871753
0.541600,18.154936,1.030685
0.541700,18.186717,0.331383
0.541800,18.123155,0.267810
0.541900,17.964249,-0.431492
0.542000,18.123155,-0.336132
0.542100,17.964249,2.874299
0.542200,17.805343,0.458529
0.542300,17.773562,0.490315
0.542400,17.996030,0.426743
0.542500,18.885903,0.458529
0.542600,17.837124,0.490315
0.542700,18.568091,0.426743
0.542800,18.758778,0.363170
0.542900,17.582875,0.617461
0.543000,17.996030,0.490315
0.543100,17.932468,0.490315
0.543200,17.868905,0.458529
0.543300,17.805343,0.712821
0.543400,17.868905,0.712821
0.543500,17.805343,0.299597
0.543600,17.614656,0.553888
0.543700,17.710000,0.458529
0.543800,12.497887,0.331383
0.543900,17.678218,0.172451
0.544000,17.741781,0.331383
0.544100,17.741781,1.316763
0.544200,17.805343,1.634628
0.544300,16.915470,0.998899
0.544400,17.582875,1.094258
0.544500,17.805343,-1.607590
0.544600,17.582875,0.299597
0.544700,17.487531,0.426743
0.544800,17.423969,0.394956
0.544900,17.265063,0.331383
0.545000,17.932468,0.585675
0.545100,18.250280,0.363170
0.545200,18.186717,0.522102
0.545300,18.250280,11.488428
0.545400,16.915470,0.553888
0.545500,17.392188,5.162924
0.545600,17.360407,0.458529
0.545700,23.303486,0.490315
0.545800,17.423969,0.522102
0.545900,17.296844,0.299597
0.546000,17.487531,0.394956
0.546100,17.360407,0.553888
0.546200,17.233282,0.299597
0.546300,17.392188,0.363170
0.546400,17.423969,0.299597
0.546500,17.455750,0.776394
0.546600,17.392188,-0.495065
0.546700,17.328626,0.108878
0.546800,17.392188,0.236024
0.546900,-2.312140,-0.495065
0.547000,17.423969,0.808180
0.547100,17.010814,0.394956
0.547200,16.597659,0.458529
0.547300,17.392188,0.522102
0.547400,18.059593,0.204237
0.547500,17.932468,0.522102
0.547600,18.186717,0.394956
0.547700,18.282061,0.394956
0.547800,17.169720,0.331383
0.547900,13.419541,0.363170
0.548000,17.519313,0.490315
0.548100,17.551094,4.113971
0.548200,17.519313,0.553888
0.548300,17.646437,0.585675
0.548400,17.614656,0.331383
0.548500,17.423969,0.331383
0.548600,17.455750,0.712821
0.548700,17.582875,0.585675
0.548800,17.551094,0.394956
0.548900,17.455750,0.299597
0.549000,17.582875,-0.145414
0.549100,17.487531,0.236024
0.549200,17.360407,2.079638
0.549300,17.392188,1.126044
0.549400,17.360407,1.761774
0.549500,17.487531,1.221404
0.549600,17.551094,-2.656543
0.549700,17.423969,0.458529
0.549800,16.756564,0.426743
0.549900,16.406971,0.490315
0.550000,16.724783,0.490315
0.550100,17.455750,0.490315
0.550200,18.822341,0.458529
0.550300,20.443181,0.490315
0.550400,18.250280,0.108878
0.550500,17.169720,0.585675
0.550600,17.137938,0.426743
0.550700,17.296844,0.490315
0.550800,17.169720,0.490315
0.550900,17.106157,0.363170
0.551000,17.137938,0.490315
0.551100,17.010814,0.522102
0.551200,16.979033,0.553888
0.551300,17.106157,0.172451
0.551400,17.169720,0.045305
0.551500,17.169720,0.649248
0.551600,17.042595,2.143211
0.551700,17.074376,1.094258
0.551800,16.756564,1.539268
0.551900,16.915470,0.299597
0.552000,17.074376,-3.800856
0.552100,17.169720,0.426743
0.552200,16.851908,0.108878
0.552300,16.597659,2.365716
0.552400,15.962035,0.617461
0.552500,16.915470,0.426743
0.552600,17.106157,0.522102
0.552700,18.377404,0.331383
0.552800,20.188931,0.490315
0.552900,16.883689,0.331383
0.553000,16.883689,0.522102
0.553100,16.851908,0.458529
0.553200,16.820127,0.490315
0.553300,16.820127,0.649248
0.553400,16.788346,0.331383
0.553500,16.661221,0.394956
0.553600,16.724783,0.553888
0.553700,16.820127,0.458529
0.553800,16.661221,0.204237
0.553900,16.788346,-0.431492
0.554000,16.820127,1.094258
0.554100,16.756564,2.079638
0.554200,16.470534,1.253190
0.554300,16.565877,1.253190
0.554400,16.724783,-0.558637
0.554500,16.693002,-2.720116
0.554600,16.629440,0.490315
0.554700,16.406971,0.744607
0.554800,16.248066,0.522102
0.554900,17.996030,0.681034
0.555000,17.805343,0.426743
0.555100,17.169720,0.331383
0.555200,17.678218,-3.928001
0.555300,12.370762,0.490315
0.555400,21.015242,-0.113627
0.555500,16.470534,0.522102
0.555600,16.470534,0.617461
0.555700,16.565877,0.490315
0.555800,16.438753,0.522102
0.555900,16.406971,0.299597
0.556000,16.470534,0.394956
0.556100,16.406971,0.363170
0.556200,16.438753,0.363170
0.556300,16.915470,0.490315
0.556400,16.502315,0.522102
0.556500,16.438753,0.299597
0.556600,16.438753,-2.211533
0.556700,16.470534,0.267810
0.556800,15.485317,-0.367919
0.556900,16.438753,3.446455
0.557000,16.343409,0.331383
0.557100,16.279847,-4.468371
0.557200,16.693002,0.458529
0.557300,17.201501,0.426743
0.557400,15.898473,0.522102
0.557500,13.832696,0.553888
0.557600,15.548880,0.490315
0.557700,15.962035,0.331383
0.557800,16.248066,0.331383
0.557900,16.375190,0.522102
0.558000,16.406971,0.585675
0.558100,16.216284,-0.463278
0.558200,16.375190,0.522102
0.558300,16.661221,0.490315
0.558400,16.279847,0.363170
0.558500,17.773562,0.458529
0.558600,16.279847,0.553888
0.558700,16.248066,0.522102
0.558800,16.216284,0.331383
0.558900,16.438753,-0.113627
0.559000,16.311628,0.172451
0.559100,16.343409,1.761774
0.559200,16.375190,2.111424
0.559300,15.898473,1.698201
0.559400,16.216284,0.426743
0.559500,16.406971,-3.705496
0.559600,16.216284,0.363170
0.559700,15.707786,0.490315
0.559800,15.072162,0.585675
0.559900,15.771348,0.458529
0.560000,16.343409,0.267810
0.560100,17.710000,0.553888
0.560200,19.585089,50.935414
0.560300,16.788346,0.426743
0.560400,16.120941,0.490315
0.560500,16.279847,0.458529
0.560600,16.216284,0.458529
0.560700,16.216284,0.458529
0.560800,16.089160,0.490315
0.560900,16.152722,-0.717570
0.561000,16.120941,0.585675
0.561100,16.248066,0.585675
0.561200,16.216284,0.394956
0.561300,16.152722,0.172451
0.561400,16.248066,-0.081841
0.561500,16.279847,2.111424
0.561600,12.688574,1.793560
0.561700,15.993816,1.443909
0.561800,16.248066,-0.081841
0.561900,16.343409,-2.306892
0.562000,16.216284,0.394956
0.562100,16.025597,0.490315
0.562200,15.707786,33.897876
0.562300,15.834910,0.490315
0.562400,16.820127,0.553888
0.562500,17.646437,0.490315
0.562600,17.678218,0.236024
0.562700,18.631654,0.522102
0.562800,19.044809,0.490315
0.562900,16.311628,0.458529
0.563000,16.184503,0.490315
0.563100,16.406971,0.617461
0.563200,16.311628,0.458529
0.563300,16.502315,0.394956
0.563400,16.216284,0.490315
0.563500,16.248066,0.522102
0.563600,16.343409,0.617461
0.563700,16.248066,0.522102
0.563800,16.248066,0.236024
0.563900,16.343409,0.140664
0.564000,15.771348,1.984279
0.564100,16.311628,1.952492
0.564200,16.343409,1.094258
0.564300,16.438753,1.602841
0.564400,16.534096,0.871753
0.564500,16.661221,0.426743
0.564600,16.438753,0.871753
0.564700,15.866692,0.585675
0.564800,16.311628,0.585675
0.564900,17.360407,0.458529
0.565000,16.375190,-36.477328
0.565100,17.646437,-0.812929
0.565200,19.902901,0.394956
0.565300,16.693002,1.698201
0.565400,16.597659,0.617461
0.565500,16.629440,0.522102
0.565600,16.597659,0.839966
0.565700,16.502315,0.426743
0.565800,16.470534,0.490315
0.565900,16.661221,0.363170
0.566000,16.724783,0.394956
0.566100,16.597659,0.871753
0.566200,16.820127,0.712821
0.566300,16.693002,0.299597
0.566400,16.724783,-0.781143
0.566500,16.502315,-1.480445
0.566600,16.597659,0.839966
0.566700,16.565877,-0.463278
0.566800,16.597659,-0.081841
0.566900,16.534096,3.510028
0.567000,15.962035,0.394956
0.567100,17.010814,0.649248
0.567200,17.710000,0.490315
0.567300,14.913256,0.394956
0.567400,16.979033,0.490315
0.567500,15.962035,0.522102
0.567600,14.436539,0.363170
0.567700,14.500101,0.394956
0.567800,16.883689,0.458529
0.567900,16.756564,0.712821
0.568000,16.915470,0.522102
0.568100,16.788346,0.776394
0.568200,16.851908,0.490315
0.568300,16.788346,0.363170
0.568400,16.724783,0.394956
0.568500,16.693002,0.458529
0.568600,12.211857,0.490315
0.568700,16.820127,-0.050054
0.568800,16.883689,0.013519
0.568900,16.756564,0.681034
0.569000,16.915470,1.920706
0.569100,16.820127,1.380336
0.569200,16.820127,1.571055
0.569300,16.947251,0.681034
0.569400,16.915470,0.522102
0.569500,17.328626,0.426743
0.569600,17.137938,0.363170
0.569700,15.517099,0.553888
0.569800,15.103943,0.490315
0.569900,31.216998,0.363170
0.570000,16.406971,0.458529
0.570100,19.743995,0.649248
0.570200,16.979033,0.458529
0.570300,16.947251,0.649248
0.570400,16.915470,0.585675
0.570500,16.820127,0.522102
0.570600,16.979033,0.299597
0.570700,16.979033,0.490315
0.570800,16.979033,0.363170
0.570900,17.042595,0.394956
0.571000,16.947251,0.553888
0.571100,16.915470,0.871753
0.571200,17.074376,0.585675
0.571300,17.201501,-0.812929
0.571400,17.106157,-1.035434
0.571500,16.883689,-1.130794
0.571600,17.042595,-0.018268
0.571700,17.010814,1.316763
0.571800,17.106157,0.839966
0.571900,17.201501,0.394956
0.572000,17.169720,-2.020814
0.572100,17.519313,1.348550
0.572200,16.851908,0.522102
0.572300,14.659007,0.490315
0.572400,16.279847,0.522102
0.572500,16.565877,0.426743
0.572600,19.585089,0.236024
0.572700,17.106157,0.426743
0.572800,17.296844,0.553888
0.572900,17.296844,0.490315
0.573000,17.455750,0.490315
0.573100,17.360407,0.394956
0.573200,17.074376,0.426743
0.573300,17.296844,0.204237
0.573400,17.328626,0.458529
0.573500,17.868905,0.490315
0.573600,17.423969,0.522102
0.573700,17.328626,0.744607
0.573800,17.487531,0.458529
0.573900,17.392188,-1.353299
0.574000,17.519313,1.094258
0.574100,17.392188,-0.018268
0.574200,17.392188,1.253190
0.574300,17.423969,0.712821
0.574400,17.646437,0.458529
0.574500,17.837124,0.363170
0.574600,17.455750,0.363170
0.574700,16.311628,0.458529
0.574800,18.123155,0.490315
0.574900,16.979033,0.331383
0.575000,17.678218,0.363170
0.575100,20.665649,0.649248
0.575200,17.392188,0.426743
0.575300,17.423969,0.394956
0.575400,17.551094,0.649248
0.575500,17.837124,0.426743
0.575600,17.519313,0.363170
0.575700,17.519313,-1.480445
0.575800,17.582875,0.426743
0.575900,17.519313,0.426743
0.576000,17.423969,0.553888
0.576100,17.582875,0.649248
0.576200,17.455750,0.394956
0.576300,17.519313,-0.208986
0.576400,17.519313,0.871753
0.576500,17.519313,1.984279
0.576600,17.582875,0.681034
0.576700,17.519313,2.270357
0.576800,17.614656,-0.685783
0.576900,16.915470,0.363170
0.577000,17.423969,0.394956
0.577100,16.724783,0.998899
0.577200,17.169720,0.426743
0.577300,18.472748,0.458529
0.577400,17.487531,0.522102
0.577500,18.568091,0.490315
0.577600,18.377404,0.108878
0.577700,17.328626,0.458529
0.577800,17.455750,11.106990
0.577900,17.423969,-19.598722
0.578000,17.519313,0.458529
0.578100,17.582875,1.157831
0.578200,17.392188,0.331383
0.578300,17.360407,0.458529
0.578400,17.360407,0.617461
0.578500,17.741781,0.522102
0.578600,17.455750,0.172451
0.578700,17.487531,0.236024
0.578800,17.551094,1.062472
0.578900,17.519313,1.793560
0.579000,17.392188,1.157831
0.579100,17.423969,0.013519
0.579200,17.487531,-1.130794
0.579300,17.423969,-1.416872
0.579400,17.265063,0.458529
0.579500,17.137938,0.490315
0.579600,17.582875,0.267810
0.579700,19.521526,0.553888
0.579800,15.199287,0.394956
0.579900,18.059593,0.394956
0.580000,17.010814,0.363170
0.580100,14.754350,0.394956
0.580200,17.455750,0.363170
0.580300,17.328626,1.348550
0.580400,17.487531,0.553888
0.580500,17.423969,0.426743
0.580600,17.328626,0.331383
0.580700,17.233282,-0.876502
0.580800,17.360407,0.331383
0.580900,17.233282,0.490315
0.581000,14.786132,0.426743
0.581100,17.423969,0.013519
0.581200,17.296844,-0.113627
0.581300,17.296844,0.585675
0.581400,17.265063,2.111424
0.581500,17.169720,1.253190
0.581600,17.137938,1.189617
0.581700,17.233282,-0.050054
0.581800,17.328626,-2.306892
0.581900,14.150508,0.553888
0.582000,16.629440,0.681034
0.582100,17.010814,0.681034
0.582200,18.472748,0.458529
0.582300,17.868905,0.553888
0.582400,18.472748,0.426743
0.582500,18.885903,0.363170
0.582600,14.659007,0.458529
0.582700,16.883689,0.490315
0.582800,17.233282,0.426743
0.582900,17.233282,0.553888
0.583000,17.201501,0.617461
0.583100,17.328626,0.363170
0.583200,17.137938,0.490315
0.583300,17.169720,0.522102
0.583400,17.201501,0.363170
0.583500,17.074376,0.236024
0.583600,17.201501,0.617461
0.583700,17.169720,1.189617
0.583800,17.169720,0.744607
0.583900,17.106157,-1.734736
0.584000,17.169720,0.808180
0.584100,17.265063,-0.081841
0.584200,17.169720,-2.306892
0.584300,17.265063,0.490315
0.584400,16.979033,0.363170
0.584500,17.678218,0.363170
0.584600,18.599872,0.553888
0.584700,17.614656,0.522102
0.584800,17.996030,0.776394
0.584900,17.582875,-3.610137
0.585000,15.962035,0.426743
0.585100,17.106157,0.331383
0.585200,17.201501,0.458529
0.585300,16.756564,0.553888
0.585400,17.328626,0.490315
0.585500,20.602086,0.426743
0.585600,17.296844,0.363170
0.585700,17.328626,0.394956
0.585800,17.741781,0.426743
0.585900,17.296844,0.458529
0.586000,17.455750,0.394956
0.586100,17.423969,0.585675
0.586200,17.360407,1.348550
0.586300,17.868905,1.253190
0.586400,17.265063,-0.940075
0.586500,17.265063,2.588221
0.586600,17.487531,-1.385085
0.586700,17.519313,-2.179746
0.586800,22.953893,0.363170
0.586900,17.042595,0.522102
0.587000,17.646437,0.490315
0.587100,18.885903,0.394956
0.587200,19.013028,0.490315
0.587300,18.282061,-19.503363
0.587400,19.712214,0.331383
0.587500,18.250280,0.426743
0.587600,17.455750,0.458529
0.587700,17.487531,-0.113627
0.587800,18.218498,0.522102
0.587900,17.423969,0.490315
0.588000,17.646437,0.553888
0.588100,17.423969,0.331383
0.588200,17.487531,0.553888
0.588300,17.614656,0.585675
0.588400,17.582875,0.617461
0.588500,17.551094,0.681034
0.588600,17.582875,0.363170
0.588700,16.406971,-0.812929
0.588800,17.360407,0.394956
0.588900,17.551094,0.204237
0.589000,17.741781,-0.749356
0.589100,17.614656,1.348550
0.589200,17.423969,0.394956
0.589300,17.233282,0.490315
0.589400,18.123155,0.776394
0.589500,19.267277,0.490315
0.589600,5.855622,0.553888
0.589700,18.377404,0.426743
0.589800,18.695216,0.363170
0.589900,15.866692,-0.113627
0.590000,17.837124,0.426743
0.590100,17.678218,0.490315
0.590200,17.741781,0.490315
0.590300,17.741781,0.363170
0.590400,17.900687,-25.542789
0.590500,17.964249,0.394956
0.590600,17.741781,0.394956
0.590700,17.773562,0.490315
0.590800,18.123155,0.681034
0.590900,17.900687,1.507482
0.591000,18.123155,-0.145414
0.591100,17.996030,-0.812929
0.591200,17.868905,-1.162580
0.591300,18.123155,0.299597
0.591400,17.964249,2.016065
0.591500,17.932468,3.923252
0.591600,17.996030,0.585675
0.591700,18.250280,0.426743
0.591800,4.775062,0.363170
0.591900,17.392188,27.922023
0.592000,17.741781,0.458529
0.592100,15.485317,0.458529
0.592200,17.074376,0.458529
0.592300,16.152722,0.426743
0.592400,18.027811,0.331383
0.592500,18.313842,0.363170
0.592600,18.154936,0.490315
0.592700,18.250280,0.522102
0.592800,17.900687,0.458529
0.592900,18.250280,0.013519
0.593000,18.218498,0.299597
0.593100,18.186717,0.331383
0.593200,18.027811,0.522102
0.593300,18.504529,0.617461
0.593400,18.313842,1.094258
0.593500,18.282061,0.712821
0.593600,18.409185,-0.113627
0.593700,18.186717,0.204237
0.593800,18.186717,-0.463278
0.593900,18.218498,0.617461
0.594000,18.345623,3.382883
0.594100,18.186717,0.394956
0.594200,18.186717,0.394956
0.594300,19.203715,0.394956
0.594400,19.330839,-0.081841
0.594500,16.470534,0.458529
0.594600,18.631654,0.553888
0.594700,17.678218,0.490315
0.594800,16.851908,6.974752
0.594900,15.834910,0.553888
0.595000,18.282061,0.458529
0.595100,18.345623,0.458529
0.595200,18.313842,0.553888
0.595300,18.472748,0.363170
0.595400,19.140152,0.490315
0.595500,18.313842,0.331383
0.595600,18.377404,0.331383
0.595700,18.377404,0.299597
0.595800,18.377404,0.490315
0.595900,18.282061,0.808180
0.596000,18.472748,0.998899
0.596100,18.472748,0.426743
0.596200,18.250280,3.414669
0.596300,18.313842,-0.495065
0.596400,18.377404,-1.289726
0.596500,18.504529,-0.526851
0.596600,21.396616,0.426743
0.596700,18.313842,0.426743
0.596800,18.409185,0.490315
0.596900,19.616870,1.030685
0.597000,18.726997,0.458529
0.597100,19.044809,0.394956
0.597200,18.536310,0.490315
0.597300,17.010814,0.394956
0.597400,16.947251,0.744607
0.597500,18.313842,0.458529
0.597600,18.377404,0.617461
0.597700,18.440967,-26.496382
0.597800,18.345623,0.363170
0.597900,18.186717,0.967112
0.598000,18.345623,0.394956
0.598100,18.345623,0.363170
0.598200,18.154936,0.331383
0.598300,18.250280,0.363170
0.598400,18.250280,0.458529
0.598500,18.186717,0.585675
0.598600,18.313842,-1.766523
0.598700,18.186717,0.617461
0.598800,18.154936,-0.336132
0.598900,18.027811,12.982391
0.599000,18.186717,0.331383
0.599100,17.773562,0.458529
0.599200,17.996030,0.490315
0.599300,19.044809,0.458529
0.599400,19.330839,0.204237
0.599500,18.599872,0.458529
0.599600,18.631654,0.363170
0.599700,17.201501,0.299597
0.599800,15.930254,0.394956
0.599900,17.837124,-0.240773
0.600000,17.837124,0.490315
0.600100,17.741781,0.299597
0.600200,17.837124,0.617461
0.600300,17.837124,0.426743
0.600400,17.741781,0.394956
0.600500,17.646437,41.335906
0.600600,17.741781,0.585675
0.600700,17.741781,0.267810
0.600800,17.423969,0.426743
0.600900,17.710000,1.316763
0.601000,17.646437,0.490315
0.601100,17.582875,-2.465825
0.601200,17.519313,0.267810
0.601300,17.678218,-0.653997
0.601400,17.423969,-0.240773
0.601500,17.392188,-3.959788
0.601600,17.296844,0.490315
0.601700,17.710000,0.394956
0.601800,18.440967,2.174997
0.601900,18.186717,0.712821
0.602000,17.614656,0.967112
0.602100,16.406971,0.331383
0.602200,15.040381,0.490315
0.602300,17.423969,0.331383
0.602400,21.491959,0.458529
0.602500,65.254635,0.585675
0.602600,17.360407,0.553888
0.602700,17.328626,0.267810
0.602800,17.328626,0.426743
0.602900,17.296844,0.394956
0.603000,17.265063,0.363170
0.603100,17.169720,0.458529
0.603200,17.233282,0.426743
0.603300,16.693002,0.585675
0.603400,10.368548,0.236024
0.603500,17.265063,-0.749356
0.603600,17.233282,-0.781143
0.603700,17.074376,1.253190
0.603800,17.265063,1.952492
0.603900,17.137938,3.891466
0.604000,17.201501,0.426743
0.604100,17.201501,0.681034
0.604200,17.328626,0.363170
0.604300,16.693002,0.394956
0.604400,16.248066,0.490315
0.604500,17.868905,0.426743
0.604600,16.947251,0.426743
0.604700,18.409185,-12.065333
0.604800,17.837124,0.394956
0.604900,22.286489,0.394956
0.605000,17.106157,0.522102
0.605100,17.010814,-1.162580
0.605200,17.137938,0.522102
0.605300,17.074376,0.394956
0.605400,16.915470,0.363170
0.605500,17.042595,0.585675
0.605600,16.947251,0.808180
0.605700,16.915470,0.394956
0.605800,16.470534,0.204237
0.605900,17.074376,0.553888
0.606000,16.979033,1.793560
0.606100,16.788346,0.585675
0.606200,16.883689,1.094258
0.606300,16.756564,0.839966
0.606400,16.915470,-1.035434
0.606500,16.820127,0.426743
0.606600,17.487531,-0.240773
0.606700,16.597659,0.490315
0.606800,17.296844,1.888919
0.606900,17.455750,0.490315
0.607000,17.296844,0.363170
0.607100,17.296844,0.045305
0.607200,16.057379,0.331383
0.607300,21.873333,0.458529
0.607400,16.693002,0.522102
0.607500,16.565877,-1.893668
0.607600,16.788346,0.013519
0.607700,16.693002,0.490315
0.607800,16.788346,0.394956
0.607900,16.693002,0.299597
0.608000,16.534096,0.458529
0.608100,16.661221,0.331383
0.608200,16.693002,0.426743
0.608300,16.724783,0.808180
0.608400,16.693002,0.871753
0.608500,16.724783,0.267810
0.608600,16.534096,-2.561184
0.608700,16.661221,0.331383
0.608800,16.693002,-0.781143
0.608900,16.629440,2.524648
0.609000,16.343409,0.458529
0.609100,16.534096,0.490315
0.609200,17.646437,0.426743
0.609300,17.423969,0.426743
0.609400,16.025597,0.490315
0.609500,17.900687,0.522102
0.609600,14.659007,0.299597
0.609700,16.502315,0.394956
0.609800,16.756564,0.394956
0.609900,16.597659,0.394956
0.610000,16.756564,0.458529
0.610100,16.820127,-0.145414
0.610200,24.161578,0.299597
0.610300,16.661221,0.458529
0.610400,16.629440,3.160377
0.610500,16.534096,0.426743
0.610600,16.565877,0.585675
0.610700,16.693002,0.712821
0.610800,16.693002,0.871753
0.610900,16.565877,0.522102
0.611000,16.597659,-1.575804
0.611100,5.219998,-0.272559
0.611200,16.534096,-0.050054
0.611300,16.470534,1.888919
0.611400,16.693002,1.030685
0.611500,16.947251,0.363170
0.611600,16.915470,-0.145414
0.611700,16.693002,0.458529
0.611800,15.580661,0.553888
0.611900,16.851908,0.458529
0.612000,15.421755,0.522102
0.612100,16.089160,-7.360938
0.612200,19.553308,0.331383
0.612300,15.453536,0.363170
0.612400,16.534096,0.490315
0.612500,16.534096,0.490315
0.612600,16.502315,0.172451
0.612700,16.502315,0.458529
0.612800,16.565877,0.426743
0.612900,16.470534,0.331383
0.613000,16.470534,0.522102
0.613100,16.629440,0.299597
0.613200,16.565877,0.522102
0.613300,16.693002,0.363170
0.613400,16.661221,-0.081841
0.613500,16.788346,0.935326
0.613600,16.597659,2.174997
0.613700,16.565877,1.094258
0.613800,16.661221,0.585675
0.613900,16.693002,-3.355845
0.614000,16.883689,0.426743
0.614100,16.470534,0.458529
0.614200,16.152722,0.426743
0.614300,18.154936,0.585675
0.614400,17.678218,0.426743
0.614500,17.233282,-10.062787
0.614600,16.851908,0.363170
0.614700,15.199287,0.458529
0.614800,16.597659,0.522102
0.614900,16.661221,0.553888
0.615000,16.851908,0.490315
0.615100,16.788346,0.522102
0.615200,16.724783,0.458529
0.615300,16.820127,0.363170
0.615400,16.820127,0.363170
0.615500,11.449108,0.458529
0.615600,16.756564,0.522102
0.615700,16.756564,0.458529
0.615800,16.788346,0.045305
0.615900,16.820127,-0.463278
0.616000,16.184503,0.522102
0.616100,16.724783,0.903539
0.616200,16.565877,1.857133
0.616300,16.693002,1.761774
0.616400,16.788346,-3.610137
0.616500,16.851908,0.522102
0.616600,16.597659,0.299597
0.616700,16.248066,-8.219172
0.616800,17.932468,0.553888
0.616900,18.218498,0.490315
0.617000,18.091374,0.490315
0.617100,17.964249,0.522102
0.617200,16.406971,0.522102
0.617300,16.883689,0.458529
0.617400,16.851908,0.649248
0.617500,16.661221,0.522102
0.617600,16.851908,0.585675
0.617700,16.979033,0.394956
0.617800,16.820127,0.490315
0.617900,16.788346,0.490315
0.618000,17.169720,0.299597
0.618100,16.661221,0.267810
0.618200,16.851908,0.426743
0.618300,16.915470,1.062472
0.618400,16.851908,0.331383
0.618500,16.120941,-2.084387
0.618600,16.851908,0.394956
0.618700,16.820127,-0.431492
0.618800,16.820127,3.510028
0.618900,13.292416,0.458529
0.619000,16.470534,0.394956
0.619100,17.074376,0.458529
0.619200,17.678218,0.553888
0.619300,17.741781,0.458529
0.619400,14.659007,0.490315
0.619500,16.279847,0.522102
0.619600,15.262849,0.458529
0.619700,17.233282,0.394956
0.619800,16.820127,0.522102
0.619900,16.883689,0.490315
0.620000,17.233282,0.522102
0.620100,16.851908,0.331383
0.620200,16.883689,0.458529
0.620300,16.820127,-5.453751
0.620400,16.724783,0.394956
0.620500,16.693002,0.553888
0.620600,16.756564,0.522102
0.620700,16.788346,0.585675
0.620800,16.724783,-0.081841
0.620900,16.851908,-0.304346
0.621000,17.074376,2.079638
0.621100,16.597659,0.967112
0.621200,16.661221,0.998899
0.621300,16.693002,2.111424
0.621400,16.693002,0.204237
0.621500,16.947251,0.394956
0.621600,16.311628,0.458529
0.621700,15.262849,0.490315
0.621800,14.881475,0.553888
0.621900,17.233282,0.458529
0.622000,17.106157,0.426743
0.622100,19.934682,0.394956
0.622200,16.851908,0.458529
0.622300,51.811199,0.426743
0.622400,16.502315,0.458529
0.622500,17.074376,0.585675
0.622600,16.565877,0.426743
0.622700,16.534096,0.458529
0.622800,16.534096,0.553888
0.622900,16.597659,0.363170
0.623000,16.089160,0.585675
0.623100,16.534096,0.553888
0.623200,16.661221,0.331383
0.623300,16.597659,-0.240773
0.623400,16.470534,0.204237
0.623500,12.625012,1.920706
0.623600,16.406971,0.967112
0.623700,16.438753,1.634628
0.623800,16.629440,-4.214079
0.623900,16.629440,0.363170
0.624000,15.580661,0.394956
0.624100,15.993816,0.426743
0.624200,15.834910,0.426743
0.624300,17.296844,0.490315
0.624400,16.724783,0.458529
0.624500,18.695216,0.426743
0.624600,19.267277,0.363170
0.624700,17.106157,0.426743
0.624800,16.438753,0.553888
0.624900,16.470534,0.458529
0.625000,15.962035,0.490315
0.625100,20.665649,0.331383
0.625200,16.597659,0.236024
0.625300,16.502315,0.458529
0.625400,16.438753,0.585675
0.625500,16.979033,0.553888
0.625600,16.406971,0.267810
0.625700,16.470534,0.013519
0.625800,16.534096,0.299597
0.625900,16.438753,1.602841
0.626000,15.739567,1.984279
0.626100,16.343409,1.634628
0.626200,16.406971,1.920706
0.626300,16.279847,-1.289726
0.626400,16.661221,0.490315
0.626500,15.962035,0.394956
0.626600,16.152722,0.585675
0.626700,15.326412,0.522102
0.626800,17.265063,0.299597
0.626900,16.438753,0.394956
0.627000,17.710000,0.426743
0.627100,19.807557,0.077092
0.627200,16.565877,0.394956
0.627300,16.279847,0.903539
0.627400,16.343409,-1.257939
0.627500,16.375190,0.426743
0.627600,16.311628,0.426743
0.627700,16.343409,0.426743
0.627800,16.375190,0.426743
0.627900,16.248066,0.458529
0.628000,16.343409,0.553888
0.628100,16.597659,0.681034
0.628200,16.406971,-0.304346
0.628300,16.311628,-0.145414
0.628400,16.152722,1.157831
0.628500,16.120941,0.903539
0.628600,16.216284,2.651794
0.628700,16.248066,2.906086
0.628800,16.470534,0.299597
0.628900,16.470534,0.394956
0.629000,16.343409,0.522102
0.629100,15.962035,0.935326
0.629200,14.659007,0.394956
0.629300,19.108371,0.458529
0.629400,17.010814,0.490315
0.629500,19.140152,0.331383
0.629600,16.152722,0.839966
0.629700,16.120941,0.458529
0.629800,16.248066,0.236024
0.629900,16.216284,0.458529
