X_Value,Untitled,Untitled1
0.045300,16.343409,0.363170
0.045400,16.470534,0.585675
0.045500,16.216284,0.490315
0.045600,16.406971,0.331383
0.045700,16.406971,0.108878
0.045800,16.470534,0.808180
0.045900,16.534096,1.729987
0.046000,16.406971,0.681034
0.046100,16.406971,0.617461
0.046200,16.565877,-0.844716
0.046300,16.406971,-1.925455
0.046400,16.279847,0.363170
0.046500,16.375190,0.045305
0.046600,17.169720,0.363170
0.046700,17.519313,0.490315
0.046800,15.421755,0.649248
0.046900,16.851908,-10.444224
0.047000,14.150508,1.316763
0.047100,15.707786,0.331383
0.047200,16.629440,0.363170
0.047300,16.565877,0.394956
0.047400,16.947251,0.585675
0.047500,16.661221,0.394956
0.047600,16.661221,0.522102
0.047700,16.756564,0.490315
0.047800,16.629440,0.363170
0.047900,16.693002,0.299597
0.048000,16.756564,1.634628
0.048100,16.788346,0.585675
0.048200,16.756564,0.331383
0.048300,17.042595,-0.463278
0.048400,16.788346,0.522102
0.048500,16.788346,15.557094
0.048600,16.756564,0.649248
0.048700,16.883689,2.047852
0.048800,19.203715,1.030685
0.048900,16.947251,0.426743
0.049000,16.979033,0.871753
0.049100,15.834910,0.426743
0.049200,16.216284,0.458529
0.049300,17.996030,0.553888
0.049400,17.265063,0.458529
0.049500,20.284275,0.967112
0.049600,17.900687,0.490315
0.049700,17.010814,1.539268
0.049800,16.979033,-34.856219
0.049900,17.042595,0.553888
0.050000,17.169720,0.903539
0.050100,17.042595,0.363170
0.050200,16.947251,0.458529
0.050300,16.979033,0.426743
0.050400,17.169720,0.267810
0.050500,17.042595,0.077092
0.050600,17.137938,0.681034
0.050700,17.169720,1.316763
0.050800,17.169720,1.412123
0.050900,17.169720,-2.243319
0.051000,17.265063,-0.463278
0.051100,17.169720,-1.067221
0.051200,17.233282,7.801199
0.051300,17.137938,0.394956
0.051400,17.423969,0.458529
0.051500,17.614656,0.617461
0.051600,6.809057,0.553888
0.051700,14.817913,0.426743
0.051800,17.551094,0.458529
0.051900,17.328626,0.394956
0.052000,16.883689,0.363170
0.052100,17.233282,0.394956
0.052200,17.328626,0.458529
0.052300,17.392188,0.458529
0.052400,17.360407,0.458529
0.052500,17.551094,0.744607
0.052600,17.487531,1.157831
0.052700,17.392188,0.490315
0.052800,17.392188,0.522102
0.052900,17.519313,0.458529
0.053000,17.487531,0.299597
0.053100,17.487531,0.458529
0.053200,17.582875,1.221404
0.053300,17.614656,1.443909
0.053400,17.487531,0.839966
0.053500,17.551094,0.903539
0.053600,17.614656,-1.989028
0.053700,17.487531,-2.275106
0.053800,17.455750,0.458529
0.053900,17.519313,0.426743
0.054000,18.504529,0.426743
0.054100,18.504529,0.681034
0.054200,16.089160,0.490315
0.054300,17.964249,0.426743
0.054400,15.294630,0.363170
0.054500,15.453536,0.490315
0.054600,17.646437,0.458529
0.054700,17.551094,0.458529
0.054800,17.741781,0.553888
0.054900,17.805343,0.394956
0.055000,17.741781,0.331383
0.055100,17.741781,0.553888
0.055200,17.582875,0.363170
0.055300,17.455750,0.458529
0.055400,17.614656,0.585675
0.055500,17.741781,0.935326
0.055600,17.614656,0.140664
0.055700,17.551094,-0.208986
0.055800,17.551094,0.267810
0.055900,17.741781,1.825346
0.056000,17.582875,0.998899
0.056100,17.773562,1.793560
0.056200,17.868905,-4.055147
0.056300,17.773562,0.490315
0.056400,17.614656,0.490315
0.056500,17.487531,0.490315
0.056600,18.917684,0.522102
0.056700,19.807557,0.617461
0.056800,18.059593,-2.879048
0.056900,19.076590,0.363170
0.057000,16.597659,3.923252
0.057100,17.805343,0.490315
0.057200,15.739567,0.363170
0.057300,17.773562,0.490315
0.057400,17.868905,0.617461
0.057500,17.900687,0.331383
0.057600,17.805343,0.522102
0.057700,17.106157,0.426743
0.057800,17.932468,0.299597
0.057900,17.805343,0.299597
0.058000,17.964249,0.394956
0.058100,17.964249,0.808180
0.058200,18.345623,0.903539
0.058300,17.837124,-1.989028
0.058400,13.324198,0.585675
0.058500,17.932468,-0.463278
0.058600,18.027811,-0.081841
0.058700,18.123155,0.458529
0.058800,17.932468,0.458529
0.058900,18.250280,0.490315
0.059000,17.582875,0.458529
0.059100,15.548880,0.458529
0.059200,18.186717,0.522102
0.059300,17.042595,0.490315
0.059400,20.983460,0.490315
0.059500,17.964249,0.490315
0.059600,17.996030,-0.145414
0.059700,17.837124,-35.046938
0.059800,17.964249,0.363170
0.059900,18.123155,0.522102
0.060000,18.154936,0.585675
0.060100,17.996030,28.843830
0.060200,18.250280,0.363170
0.060300,17.996030,0.363170
0.060400,17.964249,0.458529
0.060500,18.059593,0.204237
0.060600,18.027811,-0.208986
0.060700,18.313842,0.522102
0.060800,17.964249,1.888919
0.060900,17.932468,6.148304
0.061000,18.186717,1.126044
0.061100,18.123155,-0.558637
0.061200,18.123155,0.490315
0.061300,17.773562,0.617461
0.061400,18.599872,0.522102
0.061500,18.536310,0.553888
0.061600,26.831196,0.458529
0.061700,18.282061,0.426743
0.061800,17.201501,0.108878
0.061900,15.612442,0.394956
0.062000,18.059593,0.172451
0.062100,17.996030,0.617461
0.062200,18.091374,0.585675
0.062300,-16.867917,0.363170
0.062400,18.123155,0.490315
0.062500,22.350051,0.267810
0.062600,18.186717,-0.653997
0.062700,18.186717,0.585675
0.062800,18.027811,1.062472
0.062900,18.250280,0.172451
0.063000,18.313842,0.331383
0.063100,18.218498,1.062472
0.063200,18.250280,1.698201
0.063300,18.186717,1.221404
0.063400,18.027811,0.553888
0.063500,18.313842,-1.607590
0.063600,18.154936,-2.370465
0.063700,17.932468,0.458529
0.063800,17.996030,-0.018268
0.063900,18.917684,0.394956
0.064000,18.822341,0.712821
0.064100,16.089160,0.585675
0.064200,18.377404,0.363170
0.064300,15.993816,0.712821
0.064400,17.868905,0.394956
0.064500,-13.626238,0.458529
0.064600,17.900687,0.331383
0.064700,18.154936,0.553888
0.064800,17.996030,0.490315
0.064900,17.900687,0.331383
0.065000,17.900687,0.681034
0.065100,17.868905,0.394956
0.065200,17.932468,0.458529
0.065300,17.741781,0.903539
0.065400,17.932468,0.299597
0.065500,17.868905,-0.304346
0.065600,17.741781,1.030685
0.065700,17.932468,0.140664
0.065800,17.773562,0.935326
0.065900,17.741781,0.172451
0.066000,17.773562,-1.480445
0.066100,17.741781,-1.861882
0.066200,17.169720,1.030685
0.066300,17.900687,0.522102
0.066400,18.568091,0.490315
0.066500,15.294630,0.236024
0.066600,17.868905,0.585675
0.066700,16.883689,2.810726
0.066800,16.915470,0.490315
0.066900,18.250280,0.426743
0.067000,17.805343,0.363170
0.067100,17.710000,-10.317078
0.067200,18.123155,0.490315
0.067300,13.546666,0.553888
0.067400,17.741781,0.363170
0.067500,17.614656,0.998899
0.067600,17.678218,0.553888
0.067700,17.996030,0.426743
0.067800,15.389974,0.426743
0.067900,17.614656,0.553888
0.068000,17.741781,1.157831
0.068100,17.678218,1.825346
0.068200,17.392188,0.712821
0.068300,17.582875,1.157831
0.068400,17.487531,0.649248
0.068500,17.360407,-1.607590
0.068600,17.614656,0.394956
0.068700,17.519313,0.458529
0.068800,17.201501,0.490315
0.068900,18.091374,0.522102
0.069000,18.663435,0.045305
0.069100,18.218498,0.490315
0.069200,18.504529,0.394956
0.069300,17.042595,0.299597
0.069400,17.392188,0.394956
0.069500,17.455750,14.603500
0.069600,17.551094,0.426743
0.069700,18.250280,0.522102
0.069800,17.487531,0.394956
0.069900,17.519313,0.458529
0.070000,17.265063,0.013519
0.070100,17.328626,0.394956
0.070200,16.947251,0.458529
0.070300,17.773562,0.649248
0.070400,17.423969,0.426743
0.070500,17.455750,0.331383
0.070600,17.233282,-1.067221
0.070700,16.820127,0.299597
0.070800,17.328626,1.920706
0.070900,17.296844,3.764320
0.071000,17.265063,1.157831
0.071100,17.487531,0.363170
0.071200,17.741781,0.394956
0.071300,16.343409,0.490315
0.071400,16.438753,0.522102
0.071500,13.133511,0.649248
0.071600,17.805343,0.426743
0.071700,16.883689,-4.468371
0.071800,14.595445,0.426743
0.071900,17.233282,0.490315
0.072000,17.169720,0.744607
0.072100,17.233282,0.490315
0.072200,17.201501,0.522102
0.072300,17.169720,0.553888
0.072400,17.233282,0.236024
0.072500,17.106157,0.236024
0.072600,17.042595,0.617461
0.072700,17.169720,0.553888
0.072800,17.169720,0.299597
0.072900,17.201501,0.108878
0.073000,17.137938,1.698201
0.073100,17.042595,1.793560
0.073200,17.010814,0.935326
0.073300,16.979033,1.729987
0.073400,17.201501,-4.245866
0.073500,17.106157,0.426743
0.073600,16.820127,0.490315
0.073700,16.693002,-0.495065
0.073800,17.360407,0.553888
0.073900,14.182289,0.553888
0.074000,17.900687,0.426743
0.074100,17.837124,0.299597
0.074200,15.389974,0.458529
0.074300,17.042595,0.458529
0.074400,23.081018,0.394956
0.074500,16.947251,0.553888
0.074600,17.137938,0.426743
0.074700,17.042595,0.363170
0.074800,16.979033,0.458529
0.074900,17.106157,0.426743
0.075000,16.947251,0.363170
0.075100,16.979033,0.553888
0.075200,17.074376,0.490315
0.075300,17.201501,0.140664
0.075400,16.979033,0.967112
0.075500,17.074376,1.984279
0.075600,17.074376,-2.942621
0.075700,16.947251,0.013519
0.075800,17.137938,-2.020814
0.075900,17.042595,0.363170
0.076000,16.915470,0.744607
0.076100,16.947251,0.363170
0.076200,17.900687,0.522102
0.076300,16.502315,0.394956
0.076400,17.137938,0.490315
0.076500,16.152722,-4.563730
0.076600,16.470534,0.331383
0.076700,19.966463,0.394956
0.076800,16.947251,-0.590424
0.076900,16.979033,0.458529
0.077000,16.915470,0.967112
0.077100,17.106157,0.553888
0.077200,16.851908,0.426743
0.077300,16.915470,0.363170
0.077400,17.201501,0.553888
0.077500,16.947251,0.490315
0.077600,16.851908,0.331383
0.077700,16.979033,0.394956
0.077800,17.042595,1.062472
0.077900,16.883689,0.394956
0.078000,16.947251,-2.147960
0.078100,16.979033,0.490315
0.078200,16.820127,-0.336132
0.078300,16.851908,3.351096
0.078400,16.597659,0.426743
0.078500,7.381118,1.221404
0.078600,17.169720,0.522102
0.078700,17.296844,0.490315
0.078800,16.057379,0.363170
0.078900,17.519313,0.490315
0.079000,16.025597,0.585675
0.079100,19.998244,0.299597
0.079200,17.010814,0.458529
0.079300,16.756564,0.458529
0.079400,16.947251,0.585675
0.079500,16.788346,0.490315
0.079600,16.820127,0.649248
0.079700,16.979033,0.426743
0.079800,16.693002,0.458529
0.079900,16.820127,0.553888
0.080000,16.820127,0.522102
0.080100,14.500101,0.236024
0.080200,16.820127,0.744607
0.080300,16.724783,1.062472
0.080400,17.710000,-0.018268
0.080500,16.502315,0.712821
0.080600,16.693002,-0.526851
0.080700,16.693002,0.077092
0.080800,16.534096,0.426743
0.080900,16.279847,0.458529
0.081000,16.883689,0.299597
0.081100,16.565877,0.553888
0.081200,15.453536,0.458529
0.081300,14.976819,0.426743
0.081400,17.042595,0.458529
0.081500,18.250280,0.553888
0.081600,19.648651,0.363170
0.081700,16.470534,0.458529
0.081800,16.693002,0.490315
0.081900,16.883689,0.522102
0.082000,16.661221,0.617461
0.082100,16.597659,-7.456297
0.082200,16.788346,0.426743
0.082300,16.661221,1.729987
0.082400,16.470534,6.116517
0.082500,16.597659,0.331383
0.082600,16.629440,0.458529
0.082700,16.693002,0.744607
0.082800,16.788346,0.649248
0.082900,16.311628,-0.717570
0.083000,16.661221,-1.321512
0.083100,16.693002,-0.208986
0.083200,16.661221,3.859679
0.083300,16.724783,0.935326
0.083400,16.820127,0.458529
0.083500,17.074376,0.617461
0.083600,15.707786,0.617461
0.083700,15.898473,0.617461
0.083800,18.091374,0.458529
0.083900,18.027811,0.363170
0.084000,18.981247,0.681034
0.084100,12.974605,0.458529
0.084200,16.184503,0.331383
0.084300,34.808271,0.458529
0.084400,17.010814,0.490315
0.084500,16.947251,0.585675
0.084600,16.851908,0.490315
0.084700,16.947251,0.426743
0.084800,16.915470,0.299597
0.084900,16.947251,0.363170
0.085000,16.979033,0.712821
0.085100,16.915470,0.681034
0.085200,16.979033,5.099351
0.085300,17.074376,-0.685783
0.085400,16.947251,1.126044
0.085500,12.847480,0.077092
0.085600,16.947251,2.016065
0.085700,16.979033,3.796106
0.085800,17.074376,0.394956
0.085900,17.106157,0.490315
0.086000,17.042595,0.236024
0.086100,16.502315,0.458529
0.086200,17.932468,0.490315
0.086300,18.345623,0.490315
0.086400,18.282061,0.363170
0.086500,16.915470,4.940419
0.086600,13.959821,0.490315
0.086700,17.106157,0.363170
0.086800,17.074376,0.490315
0.086900,17.233282,0.553888
0.087000,17.233282,0.776394
0.087100,-0.341707,0.458529
0.087200,17.137938,-0.558637
0.087300,17.201501,0.331383
0.087400,17.042595,0.490315
0.087500,17.169720,0.744607
0.087600,17.233282,0.553888
0.087700,17.296844,-0.018268
0.087800,17.265063,0.871753
0.087900,17.169720,1.888919
0.088000,17.201501,0.871753
0.088100,16.820127,1.793560
0.088200,17.360407,-3.705496
0.088300,17.423969,0.394956
0.088400,17.106157,0.522102
0.088500,17.106157,1.030685
0.088600,18.790559,0.522102
0.088700,18.472748,0.490315
0.088800,18.091374,0.522102
0.088900,16.947251,0.458529
0.089000,15.993816,0.903539
0.089100,17.423969,0.490315
0.089200,17.455750,0.426743
0.089300,17.360407,-0.431492
0.089400,17.455750,-0.908288
0.089500,17.551094,0.363170
0.089600,17.265063,0.458529
0.089700,17.423969,0.490315
0.089800,17.392188,0.522102
0.089900,17.296844,0.490315
0.090000,17.455750,0.776394
0.090100,17.487531,0.108878
0.090200,17.392188,2.016065
0.090300,17.360407,1.507482
0.090400,17.360407,1.284977
0.090500,17.392188,1.126044
0.090600,17.423969,-1.162580
0.090700,17.392188,0.363170
0.090800,17.010814,0.394956
0.090900,17.106157,0.426743
0.091000,18.059593,0.553888
0.091100,18.854122,0.522102
0.091200,16.724783,0.490315
0.091300,17.423969,0.490315
0.091400,14.436539,0.299597
0.091500,15.676004,0.490315
0.091600,17.296844,0.585675
0.091700,14.055165,0.458529
0.091800,17.360407,-0.208986
0.091900,17.741781,0.490315
0.092000,17.392188,0.776394
